frequency_kHz,area_mm2,RCA_STD,Dry_Wet,T21_T23,Voltage_V,Cm_pF
0.0,0.3246753246753247,0.0,1.0,0.0,0.0,0.3746806177514409
0.0,0.3246753246753247,0.0,1.0,0.0,0.020000000000000018,0.37363266584919214
0.0,0.3246753246753247,0.0,1.0,0.0,0.039999999999999925,0.3735570404541845
0.0,0.3246753246753247,0.0,1.0,0.0,0.06000000000000005,0.3727197592951713
0.0,0.3246753246753247,0.0,1.0,0.0,0.07999999999999996,0.37233082869227485
0.0,0.3246753246753247,0.0,1.0,0.0,0.09999999999999998,0.3716447983232769
0.0,0.3246753246753247,0.0,1.0,0.0,0.12,0.37002425414454176
0.0,0.3246753246753247,0.0,1.0,0.0,0.14,0.37052662283994964
0.0,0.3246753246753247,0.0,1.0,0.0,0.16000000000000003,0.3696461271695035
0.0,0.3246753246753247,0.0,1.0,0.0,0.18,0.3675394197371477
0.0,0.3246753246753247,0.0,1.0,0.0,0.2,0.3658864646748378
0.0,0.3246753246753247,0.0,1.0,0.0,0.22000000000000003,0.36447118942540907
0.0,0.3246753246753247,0.0,1.0,0.0,0.24000000000000005,0.362953279711327
0.0,0.3246753246753247,0.0,1.0,0.0,0.26,0.3601227292124696
0.0,0.3246753246753247,0.0,1.0,0.0,0.27999999999999997,0.3576324929911464
0.0,0.3246753246753247,0.0,1.0,0.0,0.30000000000000004,0.3527060386877913
0.0,0.3246753246753247,0.0,1.0,0.0,0.32,0.34823333675448215
0.0,0.3246753246753247,0.0,1.0,0.0,0.34,0.3425236194314051
0.0,0.3246753246753247,0.0,1.0,0.0,0.36000000000000004,0.33159034803887144
0.0,0.3246753246753247,0.0,1.0,0.0,0.38,0.3140290509553108
0.0,0.3246753246753247,0.0,1.0,0.0,0.4,0.2847350140177072
0.0,0.3246753246753247,0.0,1.0,0.0,0.42000000000000004,0.22842110380665825
0.0,0.3246753246753247,0.0,1.0,0.0,0.44000000000000006,0.1447145951610551
0.0,0.3246753246753247,0.0,1.0,0.0,0.46,0.08922176066723203
0.0,0.3246753246753247,0.0,1.0,0.0,0.48000000000000004,0.06695008183748102
0.0,0.3246753246753247,0.0,1.0,0.0,0.5,0.04572635490997877
0.0,0.3246753246753247,0.0,1.0,0.0,0.52,0.06593454081880695
0.0,0.3246753246753247,0.0,1.0,0.0,0.54,0.12367452990714281
0.0,0.3246753246753247,0.0,1.0,0.0,0.56,0.2310733944458549
0.0,0.3246753246753247,0.0,1.0,0.0,0.5800000000000001,0.2823204031913916
0.0,0.3246753246753247,0.0,1.0,0.0,0.6000000000000001,0.30498641443796826
0.0,0.3246753246753247,0.0,1.0,0.0,0.62,0.31712429033669504
0.0,0.3246753246753247,0.0,1.0,0.0,0.64,0.3233633854248256
0.0,0.3246753246753247,0.0,1.0,0.0,0.66,0.32973212404725505
0.0,0.3246753246753247,0.0,1.0,0.0,0.68,0.333643037331936
0.0,0.3246753246753247,0.0,1.0,0.0,0.7000000000000001,0.3366140349929506
0.0,0.3246753246753247,0.0,1.0,0.0,0.7200000000000001,0.340130615860806
0.0,0.3246753246753247,0.0,1.0,0.0,0.74,0.341556694738093
0.0,0.3246753246753247,0.0,1.0,0.0,0.76,0.3431286225914662
0.0,0.3246753246753247,0.0,1.0,0.0,0.78,0.34575930597494636
0.0,0.3246753246753247,0.0,1.0,0.0,0.8,0.34712056308508393
0.0,0.3246753246753247,0.0,1.0,0.0,0.8200000000000001,0.3484656147534342
0.0,0.3246753246753247,0.0,1.0,0.0,0.8400000000000001,0.34814150591768717
0.0,0.3246753246753247,0.0,1.0,0.0,0.8600000000000001,0.3499078990725085
0.0,0.3246753246753247,0.0,1.0,0.0,0.8800000000000001,0.35164188134375524
0.0,0.3246753246753247,0.0,1.0,0.0,0.9000000000000001,0.3524413498052646
0.0,0.3246753246753247,0.0,1.0,0.0,0.92,0.353332649103569
0.0,0.3246753246753247,0.0,1.0,0.0,0.9400000000000001,0.353381265428931
0.0,0.3246753246753247,0.0,1.0,0.0,0.9600000000000001,0.3549207823987295
0.0,0.3246753246753247,0.0,1.0,0.0,0.9800000000000001,0.35535292751305886
0.0,0.3246753246753247,0.0,1.0,0.0,1.0,0.35447783365654184
0.0,0.31168831168831157,0.0,1.0,0.0,0.0,0.3790236761504513
0.0,0.31168831168831157,0.0,1.0,0.0,0.020000000000000018,0.3789372471275854
0.0,0.31168831168831157,0.0,1.0,0.0,0.039999999999999925,0.3790776942897425
0.0,0.31168831168831157,0.0,1.0,0.0,0.06000000000000005,0.3766036635102067
0.0,0.31168831168831157,0.0,1.0,0.0,0.07999999999999996,0.37760840090102255
0.0,0.31168831168831157,0.0,1.0,0.0,0.09999999999999998,0.37540986263187176
0.0,0.31168831168831157,0.0,1.0,0.0,0.12,0.3743565089156939
0.0,0.31168831168831157,0.0,1.0,0.0,0.14,0.37419445449782035
0.0,0.31168831168831157,0.0,1.0,0.0,0.16000000000000003,0.37387574747600244
0.0,0.31168831168831157,0.0,1.0,0.0,0.18,0.37150435116111985
0.0,0.31168831168831157,0.0,1.0,0.0,0.2,0.37106680423286137
0.0,0.31168831168831157,0.0,1.0,0.0,0.22000000000000003,0.36802018117683916
0.0,0.31168831168831157,0.0,1.0,0.0,0.24000000000000005,0.36594048281412894
0.0,0.31168831168831157,0.0,1.0,0.0,0.26,0.3638175699399858
0.0,0.31168831168831157,0.0,1.0,0.0,0.27999999999999997,0.36159202260118944
0.0,0.31168831168831157,0.0,1.0,0.0,0.30000000000000004,0.35792959275724784
0.0,0.31168831168831157,0.0,1.0,0.0,0.32,0.35279246771065725
0.0,0.31168831168831157,0.0,1.0,0.0,0.34,0.3453379644884752
0.0,0.31168831168831157,0.0,1.0,0.0,0.36000000000000004,0.33252486184860874
0.0,0.31168831168831157,0.0,1.0,0.0,0.38,0.3161249547598083
0.0,0.31168831168831157,0.0,1.0,0.0,0.4,0.28399496550941805
0.0,0.31168831168831157,0.0,1.0,0.0,0.42000000000000004,0.22817802217984795
0.0,0.31168831168831157,0.0,1.0,0.0,0.44000000000000006,0.14401235935026982
0.0,0.31168831168831157,0.0,1.0,0.0,0.46,0.08935140420153087
0.0,0.31168831168831157,0.0,1.0,0.0,0.48000000000000004,0.06859763508586184
0.0,0.31168831168831157,0.0,1.0,0.0,0.5,0.05284054385462639
0.0,0.31168831168831157,0.0,1.0,0.0,0.52,0.0758252621230209
0.0,0.31168831168831157,0.0,1.0,0.0,0.54,0.1405930111331385
0.0,0.31168831168831157,0.0,1.0,0.0,0.56,0.24903442576017026
0.0,0.31168831168831157,0.0,1.0,0.0,0.5800000000000001,0.29690530080000865
0.0,0.31168831168831157,0.0,1.0,0.0,0.6000000000000001,0.3197117592087423
0.0,0.31168831168831157,0.0,1.0,0.0,0.62,0.33122842650562057
0.0,0.31168831168831157,0.0,1.0,0.0,0.64,0.33995775781507426
0.0,0.31168831168831157,0.0,1.0,0.0,0.66,0.34511649011738144
0.0,0.31168831168831157,0.0,1.0,0.0,0.68,0.3493947267492424
